Date.of.Sale..dd.mm.yyyy.,County,Not.Full.Market.Price,VAT.Exclusive,Description.of.Property,Property.Size.Description,County_Price
21/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,165000"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,230000"
21/01/2010,Donegal,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Donegal,110132.15"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,210000"
21/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,230000"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,265000"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,210000"
21/01/2010,Limerick,No,No,Second-Hand Dwelling house /Apartment,,"Limerick,220000"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,297500"
21/01/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Cork,246697"
21/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,185000"
21/01/2010,Meath,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Meath,295000"
21/01/2010,Laois,No,No,Second-Hand Dwelling house /Apartment,,"Laois,225000"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,409000"
21/01/2010,Kildare,Yes,No,Second-Hand Dwelling house /Apartment,,"Kildare,95000"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,271000"
21/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,147136.5"
21/01/2010,Wicklow,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Wicklow,198237.88"
21/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,225000"
21/01/2010,Laois,Yes,No,Second-Hand Dwelling house /Apartment,,"Laois,80000"
21/01/2010,Laois,No,No,Second-Hand Dwelling house /Apartment,,"Laois,115000"
21/01/2010,Donegal,No,No,Second-Hand Dwelling house /Apartment,,"Donegal,50000"
21/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,263665.19"
21/01/2010,Limerick,No,No,Second-Hand Dwelling house /Apartment,,"Limerick,127000"
22/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,236499"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,357000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,185000"
22/01/2010,Donegal,No,No,Second-Hand Dwelling house /Apartment,,"Donegal,215000"
22/01/2010,Cavan,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Cavan,95154"
22/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,273139"
22/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,157500"
22/01/2010,Wicklow,No,No,Second-Hand Dwelling house /Apartment,,"Wicklow,370000"
22/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,257665"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,280000"
22/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,90000"
22/01/2010,Clare,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,"Clare,134075"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,152000"
22/01/2010,Waterford,No,No,Second-Hand Dwelling house /Apartment,,"Waterford,175000"
22/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Dublin,478000"
22/01/2010,Laois,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Laois,185000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,625000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,270000"
22/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,254000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,440000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,332000"
22/01/2010,Westmeath,No,No,Second-Hand Dwelling house /Apartment,,"Westmeath,90000"
22/01/2010,Galway,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Galway,352422.9"
22/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,229074.88"
22/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,208000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,550000"
22/01/2010,Offaly,Yes,No,Second-Hand Dwelling house /Apartment,,"Offaly,65000"
22/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,252450"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,250000"
22/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,235000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,305000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,190000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,190000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,330000"
22/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,255000"
22/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,255000"
22/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,310000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,390000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,208000"
22/01/2010,Louth,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Louth,303788"
22/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,230000"
22/01/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Cork,210000"
22/01/2010,Limerick,No,No,Second-Hand Dwelling house /Apartment,,"Limerick,105000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,190000"
22/01/2010,Wicklow,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Wicklow,198000"
22/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,148030.91"
22/01/2010,Louth,No,No,Second-Hand Dwelling house /Apartment,,"Louth,272000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,345000"
22/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,281938"
22/01/2010,Offaly,No,No,Second-Hand Dwelling house /Apartment,,"Offaly,220000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,175000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,315000"
22/01/2010,Kerry,No,No,Second-Hand Dwelling house /Apartment,,"Kerry,255000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,230000"
22/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,191500"
22/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,285000"
22/01/2010,Roscommon,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Roscommon,74890"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,430000"
22/01/2010,Donegal,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Donegal,317180.61"
22/01/2010,Laois,No,No,Second-Hand Dwelling house /Apartment,,"Laois,132000"
22/01/2010,Clare,No,No,Second-Hand Dwelling house /Apartment,,"Clare,295000"
22/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,170000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,246000"
22/01/2010,Donegal,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Donegal,94273.18"
22/01/2010,Limerick,No,No,Second-Hand Dwelling house /Apartment,,"Limerick,225000"
22/01/2010,Wicklow,No,No,Second-Hand Dwelling house /Apartment,,"Wicklow,5e+05"
22/01/2010,Wicklow,No,No,Second-Hand Dwelling house /Apartment,,"Wicklow,3e+05"
22/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,185000"
22/01/2010,Louth,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Louth,299559"
22/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,230000"
22/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,268000"
22/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,270000"
22/01/2010,Kilkenny,No,No,Second-Hand Dwelling house /Apartment,,"Kilkenny,2e+05"
22/01/2010,Meath,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Meath,175000"
22/01/2010,Wicklow,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Wicklow,828000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,6e+05"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,270000"
22/01/2010,Wexford,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Wexford,169000"
22/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,285000"
22/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,252500"
22/01/2010,Mayo,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Mayo,114537.44"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,625000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,350000"
22/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,550000"
22/01/2010,Wexford,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,"Wexford,133920.71"
22/01/2010,Waterford,No,No,Second-Hand Dwelling house /Apartment,,"Waterford,250000"
22/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,245000"
22/01/2010,Mayo,No,No,Second-Hand Dwelling house /Apartment,,"Mayo,58000"
22/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,250000"
22/01/2010,Waterford,No,No,Second-Hand Dwelling house /Apartment,,"Waterford,85000"
22/01/2010,Cavan,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Cavan,2e+05"
22/01/2010,Cavan,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Cavan,2e+05"
22/01/2010,Clare,No,No,Second-Hand Dwelling house /Apartment,,"Clare,155000"
22/01/2010,Kerry,No,No,Second-Hand Dwelling house /Apartment,,"Kerry,210000"
22/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,170000"
22/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,880000"
22/01/2010,Mayo,No,No,Second-Hand Dwelling house /Apartment,,"Mayo,150000"
22/01/2010,Longford,No,No,Second-Hand Dwelling house /Apartment,,"Longford,190000"
22/01/2010,Clare,No,No,Second-Hand Dwelling house /Apartment,,"Clare,410000"
22/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,4e+05"
22/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,640000"
22/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,217500"
22/01/2010,Tipperary,No,No,Second-Hand Dwelling house /Apartment,,"Tipperary,225000"
22/01/2010,Cork,Yes,No,Second-Hand Dwelling house /Apartment,,"Cork,150000"
22/01/2010,Mayo,No,No,Second-Hand Dwelling house /Apartment,,"Mayo,35000"
22/01/2010,Westmeath,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Westmeath,446000"
22/01/2010,Westmeath,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Westmeath,446000"
23/01/2010,Galway,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Galway,160000"
23/01/2010,Dublin,Yes,No,Second-Hand Dwelling house /Apartment,,"Dublin,2e+05"
25/01/2010,Kerry,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Kerry,275000"
25/01/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Cork,375955"
25/01/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Cork,2e+05"
25/01/2010,Leitrim,No,No,Second-Hand Dwelling house /Apartment,,"Leitrim,92500"
25/01/2010,Westmeath,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Westmeath,176355"
25/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,123500"
25/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,4e+05"
25/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,235000"
25/01/2010,Carlow,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Carlow,286343.61"
25/01/2010,Limerick,No,No,Second-Hand Dwelling house /Apartment,,"Limerick,161000"
25/01/2010,Westmeath,No,No,Second-Hand Dwelling house /Apartment,,"Westmeath,306000"
25/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,325000"
25/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,820000"
25/01/2010,Limerick,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Limerick,2e+05"
25/01/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Cork,392070.49"
25/01/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Cork,230000"
25/01/2010,Donegal,No,No,Second-Hand Dwelling house /Apartment,,"Donegal,40000"
25/01/2010,Laois,No,No,Second-Hand Dwelling house /Apartment,,"Laois,4e+05"
25/01/2010,Louth,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Louth,205000"
25/01/2010,Wicklow,No,No,Second-Hand Dwelling house /Apartment,,"Wicklow,264000"
25/01/2010,Carlow,No,No,Second-Hand Dwelling house /Apartment,,"Carlow,195000"
25/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,210000"
25/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,350000"
25/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,266000"
25/01/2010,Wicklow,No,No,Second-Hand Dwelling house /Apartment,,"Wicklow,270000"
25/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,222000"
25/01/2010,Clare,No,No,Second-Hand Dwelling house /Apartment,,"Clare,160000"
25/01/2010,Westmeath,Yes,No,Second-Hand Dwelling house /Apartment,,"Westmeath,160000"
25/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,299559.47"
25/01/2010,Kilkenny,No,No,Second-Hand Dwelling house /Apartment,,"Kilkenny,2e+05"
25/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,268000"
25/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,235000"
25/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,560000"
25/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,625000"
25/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,325000"
25/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,222000"
25/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,185000"
25/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,318000"
25/01/2010,Limerick,No,No,Second-Hand Dwelling house /Apartment,,"Limerick,90000"
25/01/2010,Laois,No,No,Second-Hand Dwelling house /Apartment,,"Laois,368000"
25/01/2010,Kerry,No,No,Second-Hand Dwelling house /Apartment,,"Kerry,250000"
25/01/2010,Kildare,Yes,No,Second-Hand Dwelling house /Apartment,,"Kildare,1e+05"
25/01/2010,Clare,No,No,Second-Hand Dwelling house /Apartment,,"Clare,1e+05"
25/01/2010,Kerry,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Kerry,230000"
25/01/2010,Clare,No,No,Second-Hand Dwelling house /Apartment,,"Clare,280000"
25/01/2010,Offaly,No,No,Second-Hand Dwelling house /Apartment,,"Offaly,55000"
26/01/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Cork,270000"
26/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,150000"
26/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,330000"
26/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,315000"
26/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,3e+05"
26/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,117500"
26/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,230000"
26/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,260000"
26/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,190000"
26/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,405000"
26/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,225000"
26/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,227500"
26/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,345000"
26/01/2010,Waterford,Yes,No,Second-Hand Dwelling house /Apartment,,"Waterford,90000"
26/01/2010,Longford,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,"Longford,70485"
26/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,235000"
26/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,832500"
26/01/2010,Waterford,Yes,No,Second-Hand Dwelling house /Apartment,,"Waterford,112500"
26/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,330000"
26/01/2010,Wicklow,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,"Wicklow,193929.52"
26/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,325000"
26/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,225000"
26/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Dublin,4e+05"
26/01/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Cork,395000"
26/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,165000"
26/01/2010,Louth,No,No,Second-Hand Dwelling house /Apartment,,"Louth,227500"
26/01/2010,Tipperary,Yes,No,Second-Hand Dwelling house /Apartment,,"Tipperary,25000"
26/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,634000"
26/01/2010,Carlow,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Carlow,127000"
26/01/2010,Louth,Yes,No,Second-Hand Dwelling house /Apartment,,"Louth,1e+05"
26/01/2010,Louth,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Louth,110132.15"
26/01/2010,Meath,Yes,No,Second-Hand Dwelling house /Apartment,,"Meath,2e+05"
26/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,241000"
26/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,167000"
26/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,320000"
26/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,215000"
26/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,247500"
26/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,130000"
26/01/2010,Waterford,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Waterford,290748.89"
26/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,75000"
26/01/2010,Monaghan,No,No,Second-Hand Dwelling house /Apartment,,"Monaghan,60000"
26/01/2010,Donegal,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Donegal,268150"
26/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,2e+05"
26/01/2010,Tipperary,No,No,Second-Hand Dwelling house /Apartment,,"Tipperary,110000"
26/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,245000"
26/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,208000"
26/01/2010,Galway,Yes,No,Second-Hand Dwelling house /Apartment,,"Galway,120000"
26/01/2010,Tipperary,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Tipperary,124754.84"
26/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,150000"
26/01/2010,Meath,No,No,Second-Hand Dwelling house /Apartment,,"Meath,150000"
26/01/2010,Sligo,No,No,Second-Hand Dwelling house /Apartment,,"Sligo,80000"
26/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,370000"
26/01/2010,Westmeath,No,No,Second-Hand Dwelling house /Apartment,,"Westmeath,125000"
26/01/2010,Sligo,No,No,Second-Hand Dwelling house /Apartment,,"Sligo,195000"
26/01/2010,Kerry,No,No,Second-Hand Dwelling house /Apartment,,"Kerry,305000"
26/01/2010,Tipperary,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Tipperary,193832.59"
26/01/2010,Kerry,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Kerry,182000"
26/01/2010,Longford,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Longford,149779.73"
26/01/2010,Galway,Yes,No,Second-Hand Dwelling house /Apartment,,"Galway,30000"
26/01/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Cork,520000"
26/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,275000"
26/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,290000"
27/01/2010,Mayo,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Mayo,230837"
27/01/2010,Waterford,No,No,Second-Hand Dwelling house /Apartment,,"Waterford,190000"
27/01/2010,Limerick,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Limerick,125000"
27/01/2010,Limerick,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Limerick,125000"
27/01/2010,Limerick,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Limerick,125000"
27/01/2010,Wexford,No,No,Second-Hand Dwelling house /Apartment,,"Wexford,188150"
27/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,185022.02"
27/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,325000"
27/01/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Cork,268722"
27/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,220000"
27/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,310000"
27/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,242500"
27/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,242500"
27/01/2010,Kilkenny,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Kilkenny,132000"
27/01/2010,Carlow,No,No,Second-Hand Dwelling house /Apartment,,"Carlow,155000"
27/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,233000"
27/01/2010,Galway,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Galway,167400"
27/01/2010,Donegal,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Donegal,154185"
27/01/2010,Louth,No,No,Second-Hand Dwelling house /Apartment,,"Louth,125000"
27/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,125000"
27/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,205000"
27/01/2010,Cork,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Cork,280000"
27/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,255507"
27/01/2010,Kildare,No,No,Second-Hand Dwelling house /Apartment,,"Kildare,3e+05"
27/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,285000"
27/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,555000"
27/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,152000"
27/01/2010,Meath,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,"Meath,2e+05"
27/01/2010,Galway,No,No,Second-Hand Dwelling house /Apartment,,"Galway,250000"
27/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,348000"
27/01/2010,Offaly,No,No,Second-Hand Dwelling house /Apartment,,"Offaly,205000"
27/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,4e+05"
27/01/2010,Waterford,No,No,Second-Hand Dwelling house /Apartment,,"Waterford,180000"
27/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,170000"
27/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,306000"
27/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,"Dublin,255507"
27/01/2010,Kilkenny,No,No,Second-Hand Dwelling house /Apartment,,"Kilkenny,260000"
27/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,245000"
27/01/2010,Cork,No,No,Second-Hand Dwelling house /Apartment,,"Cork,220000"
27/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,310000"
27/01/2010,Dublin,No,Yes,New Dwelling house /Apartment,less than 38 sq metres,"Dublin,213986.78"
27/01/2010,Dublin,No,No,Second-Hand Dwelling house /Apartment,,"Dublin,242500"
